Gene stable ID	HGNC symbol	GO term name	miRBase accession	Karyotype band	GO term accession
ENSG00000152223	EPG5	toll-like receptor 9 signaling pathway		q21.1	GO:0034162
ENSG00000152223	EPG5	nucleotide transport		q21.1	GO:0006862
ENSG00000152223	EPG5	endocytic recycling		q21.1	GO:0032456
ENSG00000152223	EPG5			q21.1	
ENSG00000152229	PSTPIP2	actin binding		q21.1	GO:0003779
ENSG00000152229	PSTPIP2	cytoskeleton organization		q21.1	GO:0007010
ENSG00000152229	PSTPIP2	cell migration		q21.1	GO:0016477
ENSG00000152229	PSTPIP2	cytoplasm		q21.1	GO:0005737
ENSG00000152229	PSTPIP2	membrane		q21.1	GO:0016020
ENSG00000152229	PSTPIP2	plasma membrane		q21.1	GO:0005886
ENSG00000152229	PSTPIP2	actin filament binding		q21.1	GO:0051015
ENSG00000152229	PSTPIP2	cytoskeleton		q21.1	GO:0005856
ENSG00000152229	PSTPIP2	actin filament		q21.1	GO:0005884
ENSG00000152229	PSTPIP2	cytoskeletal protein binding		q21.1	GO:0008092
ENSG00000152229	PSTPIP2	actin filament polymerization		q21.1	GO:0030041
ENSG00000152229	PSTPIP2	cytosol		q21.1	GO:0005829
ENSG00000152229	PSTPIP2			q21.1	
ENSG00000222179	RN7SKP26			q21.1	
ENSG00000267293				q21.1	
ENSG00000252034	RNY4P37			q21.1	
ENSG00000152234	ATP5F1A	ATP binding		q21.1	GO:0005524
ENSG00000152234	ATP5F1A	proton-transporting ATP synthase activity, rotational mechanism		q21.1	GO:0046933
ENSG00000152234	ATP5F1A	ATP synthesis coupled proton transport		q21.1	GO:0015986
ENSG00000152234	ATP5F1A	proton-transporting ATP synthase complex, catalytic core F(1)		q21.1	GO:0045261
ENSG00000152234	ATP5F1A	proton transmembrane transport		q21.1	GO:1902600
ENSG00000152234	ATP5F1A	ATP metabolic process		q21.1	GO:0046034
ENSG00000152234	ATP5F1A	adenyl ribonucleotide binding		q21.1	GO:0032559
ENSG00000152234	ATP5F1A	RNA binding		q21.1	GO:0003723
ENSG00000152234	ATP5F1A	membrane		q21.1	GO:0016020
ENSG00000152234	ATP5F1A	nucleotide binding		q21.1	GO:0000166
ENSG00000152234	ATP5F1A	plasma membrane		q21.1	GO:0005886
ENSG00000152234	ATP5F1A	ion transport		q21.1	GO:0006811
ENSG00000152234	ATP5F1A	mitochondrial inner membrane		q21.1	GO:0005743
ENSG00000152234	ATP5F1A	mitochondrion		q21.1	GO:0005739
ENSG00000152234	ATP5F1A	lipid metabolic process		q21.1	GO:0006629
ENSG00000152234	ATP5F1A	protein binding		q21.1	GO:0005515
ENSG00000152234	ATP5F1A	COP9 signalosome		q21.1	GO:0008180
ENSG00000152234	ATP5F1A	ATPase activity		q21.1	GO:0016887
ENSG00000152234	ATP5F1A	ATP biosynthetic process		q21.1	GO:0006754
ENSG00000152234	ATP5F1A	extracellular exosome		q21.1	GO:0070062
ENSG00000152234	ATP5F1A	mitochondrial matrix		q21.1	GO:0005759
ENSG00000152234	ATP5F1A	negative regulation of endothelial cell proliferation		q21.1	GO:0001937
ENSG00000152234	ATP5F1A	MHC class I protein binding		q21.1	GO:0042288
ENSG00000152234	ATP5F1A	cristae formation		q21.1	GO:0042407
ENSG00000152234	ATP5F1A	mitochondrial ATP synthesis coupled proton transport		q21.1	GO:0042776
ENSG00000152234	ATP5F1A	mitochondrial proton-transporting ATP synthase complex		q21.1	GO:0005753
ENSG00000152234	ATP5F1A	ADP binding		q21.1	GO:0043531
ENSG00000152234	ATP5F1A	angiostatin binding		q21.1	GO:0043532
ENSG00000152234	ATP5F1A	positive regulation of blood vessel endothelial cell migration		q21.1	GO:0043536
ENSG00000152234	ATP5F1A	proton-transporting ATP synthase complex		q21.1	GO:0045259
ENSG00000152234	ATP5F1A			q21.1	
ENSG00000152240	HAUS1	spindle assembly		q21.1	GO:0051225
ENSG00000152240	HAUS1	HAUS complex		q21.1	GO:0070652
ENSG00000152240	HAUS1	cytoplasm		q21.1	GO:0005737
ENSG00000152240	HAUS1	cell cycle		q21.1	GO:0007049
ENSG00000152240	HAUS1	cytosol		q21.1	GO:0005829
ENSG00000152240	HAUS1	cytoskeleton		q21.1	GO:0005856
ENSG00000152240	HAUS1	cell division		q21.1	GO:0051301
ENSG00000152240	HAUS1	centrosome		q21.1	GO:0005813
ENSG00000152240	HAUS1	microtubule		q21.1	GO:0005874
ENSG00000152240	HAUS1	protein binding		q21.1	GO:0005515
ENSG00000152240	HAUS1	microtubule organizing center		q21.1	GO:0005815
ENSG00000152240	HAUS1	spindle		q21.1	GO:0005819
ENSG00000152240	HAUS1	spindle pole		q21.1	GO:0000922
ENSG00000152240	HAUS1	molecular_function		q21.1	GO:0003674
ENSG00000152240	HAUS1	G2/M transition of mitotic cell cycle		q21.1	GO:0000086
ENSG00000152240	HAUS1	regulation of G2/M transition of mitotic cell cycle		q21.1	GO:0010389
ENSG00000152240	HAUS1	ciliary basal body-plasma membrane docking		q21.1	GO:0097711
ENSG00000152240	HAUS1	centrosome cycle		q21.1	GO:0007098
ENSG00000152240	HAUS1			q21.1	
ENSG00000251939	RNU6-1278P			q21.1	
ENSG00000152242	C18orf25			q21.1	
ENSG00000152242	C18orf25	protein ubiquitination		q21.1	GO:0016567
ENSG00000152242	C18orf25	protein binding		q21.1	GO:0005515
ENSG00000152242	C18orf25	ubiquitin-dependent protein catabolic process		q21.1	GO:0006511
ENSG00000152242	C18orf25	ubiquitin protein ligase activity		q21.1	GO:0061630
ENSG00000141622	RNF165			q21.1	
ENSG00000141622	RNF165	zinc ion binding		q21.1	GO:0008270
ENSG00000141622	RNF165	nucleus		q21.1	GO:0005634
ENSG00000141622	RNF165	metal ion binding		q21.1	GO:0046872
ENSG00000141622	RNF165	transferase activity		q21.1	GO:0016740
ENSG00000141622	RNF165	ligase activity		q21.1	GO:0016874
ENSG00000141622	RNF165	protein binding		q21.1	GO:0005515
ENSG00000141622	RNF165	ubiquitin protein ligase activity		q21.1	GO:0061630
ENSG00000141622	RNF165	protein polyubiquitination		q21.1	GO:0000209
ENSG00000141622	RNF165	axonogenesis		q21.1	GO:0007409
ENSG00000141622	RNF165	motor neuron axon guidance		q21.1	GO:0008045
ENSG00000141622	RNF165	multicellular organism aging		q21.1	GO:0010259
ENSG00000141622	RNF165	protein catabolic process		q21.1	GO:0030163
ENSG00000141622	RNF165	positive regulation of BMP signaling pathway		q21.1	GO:0030513
ENSG00000141622	RNF165	forelimb morphogenesis		q21.1	GO:0035136
ENSG00000141622	RNF165	limb development		q21.1	GO:0060173
ENSG00000141622	RNF165	innervation		q21.1	GO:0060384
ENSG00000141622	RNF165	muscle structure development		q21.1	GO:0061061
ENSG00000141622	RNF165	protein-containing complex		q21.1	GO:0032991
ENSG00000279829				q21.1	
ENSG00000285993				q21.1	
ENSG00000167210	LOXHD1	protein binding		q21.1	GO:0005515
ENSG00000167210	LOXHD1	oxidation-reduction process		q21.1	GO:0055114
ENSG00000167210	LOXHD1	heme binding		q21.1	GO:0020037
ENSG00000167210	LOXHD1	catalase activity		q21.1	GO:0004096
ENSG00000167210	LOXHD1	sensory perception of sound		q21.1	GO:0007605
ENSG00000167210	LOXHD1	cell projection		q21.1	GO:0042995
ENSG00000167210	LOXHD1	cellular oxidant detoxification		q21.1	GO:0098869
ENSG00000167210	LOXHD1	stereocilium		q21.1	GO:0032420
ENSG00000167210	LOXHD1			q21.1	
ENSG00000101638	ST8SIA5	protein glycosylation		q21.1	GO:0006486
ENSG00000101638	ST8SIA5	sialyltransferase activity		q21.1	GO:0008373
ENSG00000101638	ST8SIA5	membrane		q21.1	GO:0016020
ENSG00000101638	ST8SIA5	integral component of membrane		q21.1	GO:0016021
ENSG00000101638	ST8SIA5	transferase activity		q21.1	GO:0016740
ENSG00000101638	ST8SIA5	Golgi apparatus		q21.1	GO:0005794
ENSG00000101638	ST8SIA5	transferase activity, transferring glycosyl groups		q21.1	GO:0016757
ENSG00000101638	ST8SIA5	sialylation		q21.1	GO:0097503
ENSG00000101638	ST8SIA5	Golgi membrane		q21.1	GO:0000139
ENSG00000101638	ST8SIA5	protein binding		q21.1	GO:0005515
ENSG00000101638	ST8SIA5	carbohydrate metabolic process		q21.1	GO:0005975
ENSG00000101638	ST8SIA5	alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity		q21.1	GO:0003828
ENSG00000101638	ST8SIA5	N-glycan processing		q21.1	GO:0006491
ENSG00000101638	ST8SIA5	glycosphingolipid biosynthetic process		q21.1	GO:0006688
ENSG00000101638	ST8SIA5	oligosaccharide metabolic process		q21.1	GO:0009311
ENSG00000101638	ST8SIA5			q21.1	
ENSG00000240983				q21.1	
ENSG00000270112				q21.1	
ENSG00000274776				q21.1	
ENSG00000078043	PIAS2	zinc ion binding		q21.1	GO:0008270
ENSG00000078043	PIAS2	SUMO transferase activity		q21.1	GO:0019789
ENSG00000078043	PIAS2	nucleus		q21.1	GO:0005634
ENSG00000078043	PIAS2	nuclear speck		q21.1	GO:0016607
ENSG00000078043	PIAS2	metal ion binding		q21.1	GO:0046872
ENSG00000078043	PIAS2	transferase activity		q21.1	GO:0016740
ENSG00000078043	PIAS2	nucleoplasm		q21.1	GO:0005654
ENSG00000078043	PIAS2	DNA binding		q21.1	GO:0003677
ENSG00000078043	PIAS2	protein binding		q21.1	GO:0005515
ENSG00000078043	PIAS2	PML body		q21.1	GO:0016605
ENSG00000078043	PIAS2	protein sumoylation		q21.1	GO:0016925
ENSG00000078043	PIAS2	regulation of transcription by RNA polymerase II		q21.1	GO:0006357
ENSG00000078043	PIAS2	transcription coregulator activity		q21.1	GO:0003712
ENSG00000078043	PIAS2	transcription factor binding		q21.1	GO:0008134
ENSG00000078043	PIAS2	RNA polymerase II transcription factor binding		q21.1	GO:0001085
ENSG00000078043	PIAS2	negative regulation of androgen receptor signaling pathway		q21.1	GO:0060766
ENSG00000078043	PIAS2	SUMO ligase activity		q21.1	GO:0061665
ENSG00000078043	PIAS2	ubiquitin protein ligase binding		q21.1	GO:0031625
ENSG00000078043	PIAS2	negative regulation of DNA-binding transcription factor activity		q21.1	GO:0043433
ENSG00000078043	PIAS2			q21.1	
ENSG00000267587				q21.1	
ENSG00000279354				q21.1	
ENSG00000167216	KATNAL2	ATP binding		q21.1	GO:0005524
ENSG00000167216	KATNAL2	ATPase activity		q21.1	GO:0016887
ENSG00000167216	KATNAL2	protein binding		q21.1	GO:0005515
ENSG00000167216	KATNAL2	cytoplasm		q21.1	GO:0005737
ENSG00000167216	KATNAL2	nucleotide binding		q21.1	GO:0000166
ENSG00000167216	KATNAL2	isomerase activity		q21.1	GO:0016853
ENSG00000167216	KATNAL2	cytoskeleton		q21.1	GO:0005856
ENSG00000167216	KATNAL2	microtubule		q21.1	GO:0005874
ENSG00000167216	KATNAL2	spindle		q21.1	GO:0005819
ENSG00000167216	KATNAL2	nucleus		q21.1	GO:0005634
ENSG00000167216	KATNAL2	microtubule binding		q21.1	GO:0008017
ENSG00000167216	KATNAL2	microtubule-severing ATPase activity		q21.1	GO:0008568
ENSG00000167216	KATNAL2	microtubule severing		q21.1	GO:0051013
ENSG00000167216	KATNAL2	spindle pole		q21.1	GO:0000922
ENSG00000167216	KATNAL2	cytoplasmic microtubule organization		q21.1	GO:0031122
ENSG00000167216	KATNAL2			q21.1	
ENSG00000288616	ELOA3D	nucleus		q21.1	GO:0005634
ENSG00000288616	ELOA3D	regulation of transcription by RNA polymerase II		q21.1	GO:0006357
ENSG00000288616	ELOA3D	elongin complex		q21.1	GO:0070449
ENSG00000288616	ELOA3D	transcription elongation from RNA polymerase II promoter		q21.1	GO:0006368
ENSG00000275553	ELOA3C	nucleus		q21.1	GO:0005634
ENSG00000275553	ELOA3C	regulation of transcription by RNA polymerase II		q21.1	GO:0006357
ENSG00000275553	ELOA3C	elongin complex		q21.1	GO:0070449
ENSG00000275553	ELOA3C	transcription elongation from RNA polymerase II promoter		q21.1	GO:0006368
ENSG00000275553	ELOA3C			q21.1	
ENSG00000288607	ELOA3B	nucleus		q21.1	GO:0005634
ENSG00000288607	ELOA3B	regulation of transcription by RNA polymerase II		q21.1	GO:0006357
ENSG00000288607	ELOA3B	elongin complex		q21.1	GO:0070449
ENSG00000288607	ELOA3B	transcription elongation from RNA polymerase II promoter		q21.1	GO:0006368
ENSG00000288631	ELOA3	nucleus		q21.1	GO:0005634
ENSG00000288631	ELOA3	regulation of transcription by RNA polymerase II		q21.1	GO:0006357
ENSG00000288631	ELOA3	elongin complex		q21.1	GO:0070449
ENSG00000288631	ELOA3	transcription elongation from RNA polymerase II promoter		q21.1	GO:0006368
ENSG00000288631	ELOA3	nucleoplasm		q21.1	GO:0005654
ENSG00000288631	ELOA3	transcription by RNA polymerase II		q21.1	GO:0006366
ENSG00000206181	ELOA2	nucleus		q21.1	GO:0005634
ENSG00000206181	ELOA2	regulation of transcription by RNA polymerase II		q21.1	GO:0006357
ENSG00000206181	ELOA2	elongin complex		q21.1	GO:0070449
ENSG00000206181	ELOA2	transcription elongation from RNA polymerase II promoter		q21.1	GO:0006368
ENSG00000206181	ELOA2	protein binding		q21.1	GO:0005515
ENSG00000206181	ELOA2	nucleoplasm		q21.1	GO:0005654
ENSG00000206181	ELOA2	transcription by RNA polymerase II		q21.1	GO:0006366
ENSG00000206181	ELOA2	regulation of DNA-templated transcription, elongation		q21.1	GO:0032784
ENSG00000280212				q21.1	
ENSG00000266957				q21.1	
ENSG00000267724				q21.1	
ENSG00000167220	HDHD2			q21.1	
ENSG00000167220	HDHD2	phosphatase activity		q21.1	GO:0016791
ENSG00000167220	HDHD2	dephosphorylation		q21.1	GO:0016311
ENSG00000167220	HDHD2	metal ion binding		q21.1	GO:0046872
ENSG00000167220	HDHD2	protein binding		q21.1	GO:0005515
ENSG00000167220	HDHD2	extracellular exosome		q21.1	GO:0070062
ENSG00000167220	HDHD2	biological_process		q21.1	GO:0008150
ENSG00000167220	HDHD2	enzyme binding		q21.1	GO:0019899
ENSG00000267228		membrane		q21.1	GO:0016020
ENSG00000267228		integral component of membrane		q21.1	GO:0016021
ENSG00000267228				q21.1	
ENSG00000267800				q21.1	
ENSG00000134049	IER3IP1	membrane		q21.1	GO:0016020
ENSG00000134049	IER3IP1	integral component of membrane		q21.1	GO:0016021
ENSG00000134049	IER3IP1	Golgi apparatus		q21.1	GO:0005794
ENSG00000134049	IER3IP1	endoplasmic reticulum		q21.1	GO:0005783
ENSG00000134049	IER3IP1	endoplasmic reticulum membrane		q21.1	GO:0005789
ENSG00000134049	IER3IP1	protein binding		q21.1	GO:0005515
ENSG00000134049	IER3IP1	endoplasmic reticulum to Golgi vesicle-mediated transport		q21.1	GO:0006888
ENSG00000134049	IER3IP1	integral component of Golgi membrane		q21.1	GO:0030173
ENSG00000134049	IER3IP1	COPII-coated ER to Golgi transport vesicle		q21.1	GO:0030134
ENSG00000134049	IER3IP1	regulation of fibroblast apoptotic process		q21.1	GO:2000269
ENSG00000215474	SKOR2	nucleus		q21.1	GO:0005634
ENSG00000215474	SKOR2	cytoplasm		q21.1	GO:0005737
ENSG00000215474	SKOR2	transcription corepressor activity		q21.1	GO:0003714
ENSG00000215474	SKOR2	negative regulation of transforming growth factor beta receptor signaling pathway		q21.1	GO:0030512
ENSG00000215474	SKOR2	SMAD binding		q21.1	GO:0046332
ENSG00000215474	SKOR2	chromatin binding		q21.1	GO:0003682
ENSG00000215474	SKOR2	histone deacetylase binding		q21.1	GO:0042826
ENSG00000215474	SKOR2	negative regulation of transcription by RNA polymerase II		q21.1	GO:0000122
ENSG00000215474	SKOR2	cerebellum morphogenesis		q21.1	GO:0021587
ENSG00000215474	SKOR2	cerebellar Purkinje cell differentiation		q21.1	GO:0021702
ENSG00000215474	SKOR2	regulation of cerebellar granule cell precursor proliferation		q21.1	GO:0021936
ENSG00000215474	SKOR2	negative regulation of BMP signaling pathway		q21.1	GO:0030514
ENSG00000215474	SKOR2	positive regulation of smoothened signaling pathway		q21.1	GO:0045880
ENSG00000215474	SKOR2	cell development		q21.1	GO:0048468
ENSG00000215474	SKOR2	regulation of dendrite morphogenesis		q21.1	GO:0048814
ENSG00000215474	SKOR2	DNA-binding transcription factor activity, RNA polymerase II-specific		q21.1	GO:0000981
ENSG00000215474	SKOR2	RNA polymerase II cis-regulatory region sequence-specific DNA binding		q21.1	GO:0000978
ENSG00000215474	SKOR2	transcription regulator complex		q21.1	GO:0005667
ENSG00000215474	SKOR2	sequence-specific double-stranded DNA binding		q21.1	GO:1990837
ENSG00000215474	SKOR2	regulation of transcription, DNA-templated		q21.1	GO:0006355
ENSG00000201825	RNU6-1131P			q21.1	
ENSG00000287673				q21.1	
ENSG00000267761	MIR4527HG			q21.1	
ENSG00000266582	MIR4527		MI0016894	q21.1	
ENSG00000279367				q21.1	
ENSG00000261307				q21.1	
ENSG00000267156	TPMTP1			q21.1	
ENSG00000267187				q21.1	
ENSG00000175387	SMAD2	regulation of transcription, DNA-templated		q21.1	GO:0006355
ENSG00000175387	SMAD2	protein binding		q21.1	GO:0005515
ENSG00000175387	SMAD2	DNA-binding transcription factor activity		q21.1	GO:0003700
ENSG00000175387	SMAD2	transcription regulator complex		q21.1	GO:0005667
ENSG00000175387	SMAD2	transforming growth factor beta receptor signaling pathway		q21.1	GO:0007179
ENSG00000175387	SMAD2	positive regulation of epithelial to mesenchymal transition		q21.1	GO:0010718
ENSG00000175387	SMAD2	cytoplasm		q21.1	GO:0005737
ENSG00000175387	SMAD2	nucleus		q21.1	GO:0005634
ENSG00000175387	SMAD2	positive regulation of BMP signaling pathway		q21.1	GO:0030513
ENSG00000175387	SMAD2	positive regulation of transcription, DNA-templated		q21.1	GO:0045893
ENSG00000175387	SMAD2	metal ion binding		q21.1	GO:0046872
ENSG00000175387	SMAD2	DNA binding		q21.1	GO:0003677
ENSG00000175387	SMAD2	RNA polymerase II cis-regulatory region sequence-specific DNA binding		q21.1	GO:0000978
ENSG00000175387	SMAD2	ubiquitin protein ligase binding		q21.1	GO:0031625
ENSG00000175387	SMAD2	positive regulation of transcription by RNA polymerase II		q21.1	GO:0045944
ENSG00000175387	SMAD2	DNA-binding transcription factor activity, RNA polymerase II-specific		q21.1	GO:0000981
ENSG00000175387	SMAD2	nuclear chromatin		q21.1	GO:0000790
ENSG00000175387	SMAD2	transcription factor binding		q21.1	GO:0008134
ENSG00000175387	SMAD2	cell differentiation		q21.1	GO:0030154
ENSG00000175387	SMAD2	anatomical structure morphogenesis		q21.1	GO:0009653
ENSG00000175387	SMAD2	cell fate commitment		q21.1	GO:0045165
ENSG00000175387	SMAD2	nucleoplasm		q21.1	GO:0005654
ENSG00000175387	SMAD2	cytosol		q21.1	GO:0005829
ENSG00000175387	SMAD2	protein deubiquitination		q21.1	GO:0016579
ENSG00000175387	SMAD2	DNA-binding transcription activator activity, RNA polymerase II-specific		q21.1	GO:0001228
ENSG00000175387	SMAD2	BMP signaling pathway		q21.1	GO:0030509
ENSG00000175387	SMAD2	SMAD protein signal transduction		q21.1	GO:0060395
ENSG00000175387	SMAD2	phosphatase binding		q21.1	GO:0019902
ENSG00000175387	SMAD2	double-stranded DNA binding		q21.1	GO:0003690
ENSG00000175387	SMAD2	R-SMAD binding		q21.1	GO:0070412
ENSG00000175387	SMAD2	protein-containing complex		q21.1	GO:0032991
ENSG00000175387	SMAD2	negative regulation of transcription, DNA-templated		q21.1	GO:0045892
ENSG00000175387	SMAD2	tau protein binding		q21.1	GO:0048156
ENSG00000175387	SMAD2	co-SMAD binding		q21.1	GO:0070410
ENSG00000175387	SMAD2	intracellular signal transduction		q21.1	GO:0035556
ENSG00000175387	SMAD2	secondary palate development		q21.1	GO:0062009
ENSG00000175387	SMAD2	type I transforming growth factor beta receptor binding		q21.1	GO:0034713
ENSG00000175387	SMAD2	I-SMAD binding		q21.1	GO:0070411
ENSG00000175387	SMAD2	regulation of transforming growth factor beta receptor signaling pathway		q21.1	GO:0017015
ENSG00000175387	SMAD2	negative regulation of transforming growth factor beta receptor signaling pathway		q21.1	GO:0030512
ENSG00000175387	SMAD2	heteromeric SMAD protein complex		q21.1	GO:0071144
ENSG00000175387	SMAD2	somatic stem cell population maintenance		q21.1	GO:0035019
ENSG00000175387	SMAD2	anterior/posterior pattern specification		q21.1	GO:0009952
ENSG00000175387	SMAD2	cis-regulatory region sequence-specific DNA binding		q21.1	GO:0000987
ENSG00000175387	SMAD2	zygotic specification of dorsal/ventral axis		q21.1	GO:0007352
ENSG00000175387	SMAD2	negative regulation of transcription by RNA polymerase II		q21.1	GO:0000122
ENSG00000175387	SMAD2	activating transcription factor binding		q21.1	GO:0033613
ENSG00000175387	SMAD2	activin responsive factor complex		q21.1	GO:0032444
ENSG00000175387	SMAD2	disordered domain specific binding		q21.1	GO:0097718
ENSG00000175387	SMAD2	SMAD binding		q21.1	GO:0046332
ENSG00000175387	SMAD2	activin receptor signaling pathway		q21.1	GO:0032924
ENSG00000175387	SMAD2	gastrulation		q21.1	GO:0007369
ENSG00000175387	SMAD2	mesoderm formation		q21.1	GO:0001707
ENSG00000175387	SMAD2	response to cholesterol		q21.1	GO:0070723
ENSG00000175387	SMAD2	SMAD protein complex		q21.1	GO:0071141
ENSG00000175387	SMAD2	transforming growth factor beta receptor binding		q21.1	GO:0005160
ENSG00000175387	SMAD2	SMAD protein complex assembly		q21.1	GO:0007183
ENSG00000175387	SMAD2	primary miRNA processing		q21.1	GO:0031053
ENSG00000175387	SMAD2	nodal signaling pathway		q21.1	GO:0038092
ENSG00000175387	SMAD2	chromatin binding		q21.1	GO:0003682
ENSG00000175387	SMAD2	ureteric bud development		q21.1	GO:0001657
ENSG00000175387	SMAD2	in utero embryonic development		q21.1	GO:0001701
ENSG00000175387	SMAD2	endoderm formation		q21.1	GO:0001706
ENSG00000175387	SMAD2	protein phosphorylation		q21.1	GO:0006468
ENSG00000175387	SMAD2	common-partner SMAD protein phosphorylation		q21.1	GO:0007182
ENSG00000175387	SMAD2	pattern specification process		q21.1	GO:0007389
ENSG00000175387	SMAD2	endoderm development		q21.1	GO:0007492
ENSG00000175387	SMAD2	heart development		q21.1	GO:0007507
ENSG00000175387	SMAD2	negative regulation of cell population proliferation		q21.1	GO:0008285
ENSG00000175387	SMAD2	response to glucose		q21.1	GO:0009749
ENSG00000175387	SMAD2	post-embryonic development		q21.1	GO:0009791
